YEAR,SERIAL,REGION,NFAMS,PERNUM,RACE,AGE,SEX,EMPSTAT,OCC,UHRSWORKT,WKSTAT,JOBCERT,EDUC,INCWAGE,OINCWAGE
2021,26962,11,1,2,100,69,1,10,7810,20,41,99.0,73,,
2021,25943,33,1,2,100,30,2,10,2310,40,11,2.0,111,,
2014,92720,41,1,4,200,5,1,0,0,999,99,,1,99999999.0,99999999.0
2020,34725,22,1,1,100,52,1,34,0,999,99,99.0,73,,
2020,7571,42,1,4,100,22,1,10,9620,40,11,99.0,73,,
2020,3790,33,1,2,200,29,2,10,350,40,11,99.0,92,,
2018,16749,21,1,3,100,4,1,0,0,999,99,,1,99999999.0,99999999.0
2020,65768,33,1,3,100,21,1,34,0,999,99,,81,14401.0,0.0
2021,48008,21,1,2,100,69,2,36,0,999,99,99.0,111,,
2021,67637,41,1,1,100,55,2,10,2320,45,11,2.0,111,,
2021,6596,42,1,2,100,74,2,36,0,999,99,99.0,111,,
2020,60730,33,1,2,100,78,1,10,205,997,41,99.0,125,,
2009,57716,31,1,3,100,9,2,0,0,999,99,,1,99999999.0,99999999.0
2021,316,32,1,5,200,9,2,0,0,999,99,99.0,1,,
2017,4109,11,1,4,100,20,2,34,0,999,99,,81,3500.0,0.0
2019,38317,41,1,1,100,31,2,10,1530,42,11,99.0,111,,
2020,29615,22,1,2,100,40,2,34,0,999,99,,20,0.0,0.0
2013,63378,32,1,3,802,5,2,0,0,999,99,,1,99999999.0,99999999.0
2021,30688,21,1,2,100,60,2,36,0,999,99,99.0,73,,
2013,84232,42,1,2,100,35,2,34,0,999,99,,73,0.0,0.0
2020,7720,12,1,3,100,7,1,0,0,999,99,,1,99999999.0,99999999.0
2015,31559,22,1,1,100,37,1,10,9130,40,11,,81,27000.0,0.0
2021,2665,41,1,1,100,45,1,10,6305,40,11,99.0,71,,
2020,47582,31,1,1,100,43,2,10,310,15,41,,73,75000.0,0.0
2018,33571,31,1,2,100,34,2,10,4600,50,11,,73,2000.0,2000.0
2021,6291,42,1,4,100,15,2,34,0,999,99,99.0,40,,
2014,32957,31,1,1,100,36,1,10,630,40,11,,111,1000000.0,0.0
2021,66598,21,1,3,651,2,1,0,0,999,99,99.0,1,,
2021,31616,22,1,2,100,33,2,10,5000,44,12,2.0,111,,
2015,66102,33,1,1,200,31,2,10,4720,36,11,,73,22204.0,0.0
2013,43422,31,1,3,100,0,2,0,0,999,99,,1,99999999.0,99999999.0
2020,37833,22,1,1,100,85,2,36,0,999,99,99.0,73,,
2017,82839,42,1,4,100,10,1,0,0,999,99,,1,99999999.0,99999999.0
2020,41147,12,1,1,100,55,1,10,7000,42,11,99.0,73,,
2018,42,11,1,2,100,63,2,10,5610,40,11,,73,28000.0,0.0
2022,6270,42,1,2,802,28,2,34,0,999,99,99.0,124,,
2020,18571,42,1,1,100,80,1,10,2850,40,12,99.0,81,,
2021,4888,42,1,2,100,39,2,10,4710,40,11,99.0,111,,
2013,35196,22,1,2,100,20,2,34,0,999,99,,30,0.0,0.0
2020,9004,42,1,4,100,11,2,0,0,999,99,99.0,1,,
2020,32088,22,1,1,100,40,1,10,6260,40,12,99.0,91,,
2020,18797,42,1,5,651,79,2,36,0,999,99,99.0,73,,
2015,34030,22,1,4,300,19,2,10,2540,997,15,,81,4194.0,0.0
2021,19422,41,1,2,100,49,1,34,0,999,99,99.0,73,,
2015,56233,31,1,1,100,26,2,34,0,999,99,,111,0.0,0.0
2017,66650,33,1,3,200,17,2,34,0,999,99,,50,0.0,0.0
2020,18563,42,1,1,816,34,2,12,5400,40,13,99.0,73,,
2020,213,32,1,1,200,56,2,10,2825,45,11,99.0,123,,
2011,26168,21,1,1,100,26,2,10,3647,24,41,,91,4002.0,0.0
2021,60539,41,1,2,100,61,2,10,8990,40,11,99.0,73,,
2021,31027,21,1,1,200,74,2,36,0,999,99,99.0,50,,
2020,46154,22,1,3,100,5,1,0,0,999,99,99.0,1,,
2020,38562,41,1,3,100,4,2,0,0,999,99,99.0,1,,
2021,44704,31,1,2,100,37,1,10,6260,40,11,99.0,73,,
2021,66806,21,1,1,300,50,2,32,0,999,99,99.0,81,,
2015,91493,42,1,1,100,47,2,34,4230,999,99,,73,140.0,0.0
2021,7522,42,1,1,100,63,2,10,2634,40,11,99.0,111,,
2019,65840,33,1,1,100,55,2,34,0,999,99,,30,0.0,0.0
2018,87597,42,1,4,100,14,2,0,0,999,99,,1,99999999.0,99999999.0
2015,92126,42,1,3,651,12,2,0,0,999,99,,1,99999999.0,99999999.0
2020,5570,42,1,2,100,35,2,10,9620,40,11,99.0,92,,
2020,41604,41,1,2,100,14,1,0,0,999,99,99.0,1,,
2021,48230,21,1,2,100,63,2,36,0,999,99,99.0,125,,
2020,40682,41,1,1,100,59,1,10,5240,40,12,99.0,111,,
2020,54112,11,1,1,100,69,2,36,0,999,99,99.0,123,,
2018,31716,22,1,2,100,44,2,10,2310,50,12,,111,25000.0,0.0
2017,2072,11,1,1,100,33,2,10,2016,40,11,,92,37000.0,0.0
2021,10897,11,1,2,200,44,2,10,8990,40,11,99.0,111,,
2020,14022,12,1,1,100,40,2,10,2100,45,11,,124,120000.0,40000.0
2021,8816,42,1,2,100,73,2,36,0,999,99,99.0,111,,
2022,9151,42,1,1,100,61,2,32,0,999,99,99.0,81,,
2020,26323,33,1,2,200,23,2,10,4720,40,11,99.0,81,,
2021,49217,33,1,3,100,17,2,34,5240,999,99,99.0,50,,
2019,782,32,1,3,200,22,2,22,0,999,50,99.0,73,,
2021,9170,42,1,1,100,51,2,10,205,40,11,99.0,81,,
2021,65191,31,1,4,100,5,1,0,0,999,99,99.0,1,,
2019,30991,22,1,1,100,56,1,10,205,50,11,,81,0.0,0.0
2015,59925,32,1,1,200,61,1,36,0,999,99,,81,0.0,0.0
2021,46469,22,1,1,100,53,1,10,2205,40,11,2.0,125,,
2020,51223,32,2,2,100,59,1,10,9130,65,11,,73,0.0,0.0
2009,80041,41,1,1,100,38,1,10,2310,50,11,,111,48000.0,0.0
2009,44631,31,1,4,100,11,2,0,0,999,99,,1,99999999.0,99999999.0
2022,47709,21,1,2,100,71,2,36,0,999,99,99.0,73,,
2021,29571,11,1,3,100,9,1,0,0,999,99,99.0,1,,
2014,94283,42,1,1,100,52,1,36,0,999,99,,92,150000.0,0.0
2020,42349,31,1,2,100,30,2,34,0,999,99,,111,0.0,0.0
2021,40009,41,1,1,100,24,2,10,2545,40,11,99.0,73,,
2015,66880,33,1,4,100,8,2,0,0,999,99,,1,99999999.0,99999999.0
2020,56240,32,1,1,100,57,1,10,9130,997,11,99.0,73,,
2021,11031,31,1,1,100,75,2,10,4700,997,11,99.0,111,,
2011,52601,31,1,5,200,10,1,0,0,999,99,,1,99999999.0,99999999.0
2013,5690,11,1,1,100,56,1,10,5240,45,11,,123,120000.0,0.0
2020,44595,12,1,3,100,14,2,0,0,999,99,99.0,1,,
2021,19413,41,1,2,100,68,1,36,0,999,99,99.0,81,,
2017,93349,42,1,2,300,55,1,36,0,999,99,,73,0.0,0.0
2016,6253,11,1,3,100,25,1,10,5620,5,22,,73,2366.0,0.0
2020,21602,21,1,1,100,80,2,36,0,999,99,99.0,111,,
2021,28018,22,1,9,100,2,2,0,0,999,99,,1,99999999.0,99999999.0
2015,22519,21,1,3,100,3,2,0,0,999,99,,1,99999999.0,99999999.0
2020,9277,42,1,1,100,40,1,12,4760,36,13,99.0,92,,
2021,49837,42,1,2,801,13,1,0,0,999,99,99.0,1,,
2021,38724,11,1,1,100,68,2,12,3270,40,13,99.0,111,,
2020,65906,42,1,2,100,25,2,34,0,999,99,99.0,92,,
2020,55,32,1,1,100,60,1,10,6230,60,11,99.0,73,,
2021,19676,41,1,1,300,71,1,36,0,999,99,99.0,73,,
2020,33375,32,1,1,300,50,2,36,0,999,99,99.0,73,,
2020,35712,41,1,1,100,73,2,36,0,999,99,99.0,81,,
2021,25985,22,1,1,100,62,1,36,0,999,99,,111,0.0,0.0
2020,1363,32,1,3,100,14,2,0,0,999,99,99.0,1,,
2013,46196,31,1,2,100,29,2,10,1220,40,11,,123,110000.0,0.0
2020,88441,42,1,2,100,85,2,36,0,999,99,,111,0.0,0.0
2019,6067,11,1,4,100,80,1,36,0,999,99,,50,0.0,0.0
2020,63898,33,1,2,651,42,1,10,440,40,11,,123,120000.0,0.0
2017,55955,32,1,2,200,44,2,32,0,999,99,,81,0.0,0.0
2020,41803,12,1,2,100,24,1,10,850,40,11,99.0,111,,
2014,78779,22,1,2,801,14,1,0,0,999,99,,1,99999999.0,99999999.0
2011,41181,31,1,1,100,42,2,10,420,40,11,,111,39840.0,0.0
2021,33276,32,1,2,200,50,1,34,0,999,99,99.0,30,,
2018,20689,21,1,2,200,56,2,32,0,999,99,,81,0.0,0.0
2014,76369,21,1,2,100,62,2,36,0,999,99,,81,0.0,0.0
2019,69708,33,1,1,200,69,2,36,0,999,99,,30,0.0,0.0
2020,9892,12,1,1,100,78,2,36,0,999,99,,81,0.0,0.0
2020,20600,41,1,1,100,52,1,34,0,999,99,99.0,111,,
2017,81751,41,1,3,200,15,1,34,0,999,99,,30,0.0,0.0
2021,721,32,1,5,100,10,2,0,0,999,99,99.0,1,,
2020,58106,33,1,1,100,36,2,10,6260,40,11,99.0,73,,
2013,54772,31,1,1,100,32,1,10,50,45,11,,111,39000.0,0.0
2010,75388,41,1,1,100,66,1,36,0,999,99,,81,0.0,0.0
2010,78290,41,1,2,200,47,2,34,0,999,99,,81,0.0,0.0
2017,75173,41,1,3,100,10,2,0,0,999,99,,1,99999999.0,99999999.0
2020,35551,41,3,1,100,25,2,10,1240,36,11,99.0,111,,
2017,83242,42,1,2,100,51,1,12,7140,40,13,,73,110000.0,0.0
2018,19402,21,1,1,100,30,1,10,3060,55,11,,124,62000.0,0.0
2016,77728,41,1,2,100,3,2,0,0,999,99,,1,99999999.0,99999999.0
2019,4173,11,2,2,100,57,1,10,5000,40,11,,73,30000.0,10000.0
2011,67384,33,1,1,100,73,1,36,0,999,99,,73,0.0,0.0
2021,43711,12,1,2,100,85,1,36,0,999,99,99.0,124,,
2016,75911,41,1,3,100,85,1,36,0,999,99,,73,0.0,0.0
2009,26041,21,1,1,100,33,1,10,4710,50,11,,111,47000.0,0.0
2009,55164,31,1,4,100,15,1,34,0,999,99,,40,0.0,0.0
2021,24547,22,1,2,100,70,2,36,0,999,99,,123,0.0,0.0
2021,65862,21,1,1,100,53,2,34,0,999,99,99.0,73,,
2021,45152,31,1,3,200,85,2,32,0,999,99,99.0,73,,
2021,16081,21,1,1,200,32,1,10,4020,30,41,,73,15000.0,0.0
2020,51288,12,1,2,100,32,2,10,3300,22,41,2.0,123,,
2021,24374,22,1,1,802,69,1,10,8620,25,41,2.0,91,,
2021,72870,41,1,3,100,13,1,0,0,999,99,,1,99999999.0,99999999.0
2021,67846,41,1,3,100,8,2,0,0,999,99,99.0,1,,
2020,37427,22,1,1,100,69,2,36,0,999,99,99.0,92,,
2021,29956,21,1,1,200,43,2,10,120,40,12,99.0,92,,
2014,61655,42,1,2,100,72,2,36,0,999,99,,91,0.0,0.0
2020,52051,12,1,1,200,31,2,10,4510,40,11,2.0,91,,
2009,2178,11,1,1,100,41,1,10,2900,40,11,,111,165000.0,0.0
2020,64812,33,1,1,100,26,1,10,3870,40,11,,81,40000.0,10000.0
2014,16633,21,2,2,100,55,1,10,310,50,11,,123,300000.0,0.0
2009,96187,42,1,4,651,9,1,0,0,999,99,,1,99999999.0,99999999.0
2021,51741,12,1,2,100,26,2,10,5100,40,11,99.0,73,,
2011,50712,31,1,2,100,61,2,10,5110,40,11,,73,34000.0,0.0
2020,64151,31,1,2,100,71,1,10,2100,50,11,2.0,124,,
2022,58896,33,1,2,100,35,1,34,0,999,99,99.0,40,,
2020,54877,22,1,1,100,66,1,36,0,999,99,99.0,111,,
2019,70014,41,1,2,100,71,1,36,0,999,99,,30,0.0,0.0
2021,59504,33,1,1,100,74,2,36,0,999,99,99.0,73,,
2020,19812,21,1,2,100,53,1,10,5240,40,11,,111,48000.0,0.0
2010,28157,21,1,1,100,85,1,36,0,999,99,,73,0.0,0.0
2021,20830,21,1,3,100,13,2,0,0,999,99,99.0,1,,
2021,61200,11,1,1,100,41,2,10,565,40,11,2.0,124,,
2014,16174,21,1,3,100,15,2,34,0,999,99,,40,0.0,0.0
2014,15757,21,1,4,100,11,1,0,0,999,99,,1,99999999.0,99999999.0
2020,62955,33,1,1,200,76,2,36,0,999,99,,73,0.0,0.0
2019,46294,31,1,1,100,38,1,10,20,90,11,,73,42000.0,0.0
2021,27667,11,1,3,100,20,2,10,4110,10,41,99.0,73,,
2009,22004,21,1,1,100,49,2,10,8800,40,11,,60,12500.0,0.0
2020,58009,33,1,1,100,66,1,36,0,999,99,99.0,91,,
2021,25949,33,1,4,100,15,2,34,0,999,99,99.0,40,,
2021,5717,42,1,1,100,43,2,10,3602,40,11,99.0,111,,
2017,21608,21,1,4,100,14,1,0,0,999,99,,1,99999999.0,99999999.0
2021,30775,21,1,2,100,66,2,36,0,999,99,99.0,111,,
2017,77355,41,1,2,100,18,2,34,0,999,99,,60,0.0,0.0
2021,45899,22,1,1,100,57,1,21,1105,999,50,99.0,73,,
2014,82946,31,4,3,200,48,1,10,3050,997,12,,125,65000.0,0.0
2018,47021,31,1,3,100,35,1,34,0,999,99,,50,0.0,0.0
2021,4402,33,1,2,200,55,1,10,4700,40,11,99.0,73,,
2011,58815,31,1,2,100,80,2,36,0,999,99,,73,0.0,0.0
2020,61437,33,1,2,100,21,2,10,5160,997,11,,81,19000.0,8000.0
2019,9693,42,1,2,100,65,1,36,0,999,99,99.0,73,,
2011,57168,31,1,3,100,14,2,0,0,999,99,,1,99999999.0,99999999.0
2009,51842,31,1,4,100,14,2,0,0,999,99,,1,99999999.0,99999999.0
2021,15870,31,1,2,100,64,2,10,5400,40,11,99.0,81,,
2011,38690,22,2,4,100,20,1,10,7750,40,11,,73,25688.0,0.0
2019,64762,33,1,1,651,62,1,36,0,999,99,,73,0.0,0.0
2021,66163,21,1,1,100,43,2,32,0,999,99,99.0,111,,
2010,93826,42,1,4,100,8,1,0,0,999,99,,1,99999999.0,99999999.0
2022,58871,33,1,3,100,17,2,34,0,999,99,99.0,71,,
2020,17628,21,1,3,200,2,2,0,0,999,99,,1,99999999.0,99999999.0
2020,44226,12,1,1,100,23,2,10,2004,50,11,99.0,111,,
2021,32787,32,1,2,200,59,1,34,0,999,99,99.0,73,,
2010,74762,41,1,1,100,56,1,10,430,20,22,,73,41600.0,0.0
2020,45929,31,1,1,100,52,1,32,0,999,99,99.0,30,,
2014,45116,33,1,4,100,3,1,0,0,999,99,,1,99999999.0,99999999.0
2020,68907,41,1,1,100,59,2,10,3255,35,11,2.0,123,,
2021,57207,33,1,1,100,62,1,10,52,60,11,99.0,123,,
2016,42687,31,1,3,100,39,2,10,4700,40,11,,81,43000.0,0.0
2016,10650,12,1,1,100,22,1,10,9620,38,11,,30,0.0,0.0
2009,81005,41,1,3,100,2,2,0,0,999,99,,1,99999999.0,99999999.0
2012,63906,32,1,6,803,8,2,0,0,999,99,,1,99999999.0,99999999.0
2021,62940,31,1,4,100,11,2,0,0,999,99,99.0,1,,
2021,29221,11,1,2,100,66,2,36,0,999,99,99.0,123,,
2011,55557,31,1,1,100,64,2,21,5860,999,60,,73,0.0,0.0
2021,11384,31,1,1,200,62,1,10,8990,40,11,99.0,73,,
2020,44802,31,1,5,100,16,2,34,0,999,99,99.0,60,,
2015,4633,11,1,2,651,62,2,36,0,999,99,,10,0.0,0.0
2010,78328,41,1,1,100,49,2,34,0,999,99,,81,0.0,0.0
2020,227,32,1,2,100,45,2,10,2145,40,11,99.0,111,,
2021,38597,12,1,2,100,46,1,10,845,70,11,99.0,123,,
2012,69824,33,1,3,100,9,2,0,0,999,99,,1,99999999.0,99999999.0
2020,14116,31,1,2,100,35,2,34,0,999,99,99.0,73,,
2013,95209,42,1,1,802,67,1,36,0,999,99,,73,0.0,0.0
2018,26308,22,2,1,100,21,1,34,0,999,99,,81,2100.0,0.0
2012,78148,41,1,2,100,52,2,10,4640,34,15,,81,8000.0,0.0
2020,9789,12,1,4,100,6,1,0,0,999,99,,1,99999999.0,99999999.0
2016,30219,22,2,2,100,21,1,10,4010,40,11,,50,20001.0,10001.0
2020,15660,31,1,1,100,61,1,34,0,999,99,99.0,111,,
2020,37437,41,1,2,801,39,2,34,0,999,99,99.0,71,,
2016,16534,21,1,1,100,33,1,10,4710,50,11,,81,110000.0,0.0
2021,19867,41,2,1,100,21,1,10,4760,25,41,99.0,81,,
2014,41549,32,1,1,100,76,2,10,2320,40,11,,123,52000.0,0.0
2014,65431,42,1,3,803,23,2,10,5400,24,41,,123,45000.0,0.0
2015,42190,31,1,6,200,9,2,0,0,999,99,,1,99999999.0,99999999.0
2020,62405,41,1,2,100,29,1,10,3423,40,11,99.0,73,,
2021,21769,21,1,4,200,8,2,0,0,999,99,99.0,1,,
2020,51299,42,1,3,100,12,2,0,0,999,99,99.0,1,,
2020,64332,33,1,3,100,12,2,0,0,999,99,,1,99999999.0,99999999.0
2019,24487,22,1,1,100,73,2,36,0,999,99,99.0,73,,
2020,55981,32,1,1,100,41,1,10,710,40,11,99.0,123,,
2009,31472,22,1,3,100,23,2,10,3620,36,11,,91,28000.0,0.0
2020,27521,33,1,1,100,29,2,34,0,999,99,99.0,92,,
2015,65001,33,1,3,100,6,1,0,0,999,99,,1,99999999.0,99999999.0
2011,14621,12,1,3,651,58,2,34,0,999,99,,91,0.0,0.0
2019,37680,31,1,2,200,52,1,10,2330,40,11,,123,52000.0,0.0
2020,19590,41,1,1,100,66,1,36,0,999,99,99.0,111,,
2022,15244,31,1,2,100,36,2,36,0,999,99,99.0,73,,
2020,3896,33,1,2,100,53,2,10,3255,40,11,2.0,91,,
2015,34944,22,1,3,100,14,2,0,0,999,99,,1,99999999.0,99999999.0
2019,33727,32,1,3,200,20,2,10,4720,40,11,99.0,73,,
2022,18695,42,2,3,651,53,1,32,0,999,99,99.0,111,,
2012,40206,22,1,3,100,21,1,34,0,999,99,,81,8000.0,0.0
2010,4934,11,1,2,100,11,1,0,0,999,99,,1,99999999.0,99999999.0
2021,4321,33,1,1,100,38,2,10,7330,35,11,2.0,91,,
2020,44931,12,1,2,100,63,2,21,2752,999,60,99.0,111,,
2012,37394,22,1,2,100,74,2,36,0,999,99,,111,0.0,0.0
2022,57402,33,1,4,100,51,1,10,220,40,11,99.0,20,,
2016,67883,33,1,5,100,7,1,0,0,999,99,,1,99999999.0,99999999.0
2020,29678,11,1,1,100,19,1,34,0,999,99,99.0,73,,
2021,17970,31,1,4,100,14,2,0,0,999,99,99.0,1,,
2010,78787,41,1,1,100,77,2,36,0,999,99,,73,0.0,0.0
2017,52537,32,1,3,100,17,2,34,0,999,99,,60,362.0,0.0
2014,6481,11,1,4,100,54,2,10,3600,32,41,,50,55500.0,0.0
2020,43026,12,1,3,200,8,2,0,0,999,99,99.0,1,,
2016,67608,33,1,1,200,60,1,12,4850,997,42,,81,0.0,0.0
2021,26088,33,1,1,200,64,2,32,0,999,99,99.0,111,,
2012,77580,41,1,2,100,41,2,10,3600,40,11,,81,23000.0,6000.0
2019,31975,21,1,1,100,47,2,10,5940,24,41,99.0,73,,
2020,43986,12,1,1,100,59,2,32,0,999,99,99.0,73,,
2015,78049,41,1,1,100,41,2,10,4720,40,11,,73,28800.0,0.0
2015,99417,42,1,3,651,18,2,34,0,999,99,,81,0.0,0.0
2020,301,32,1,2,200,6,2,0,0,999,99,99.0,1,,
2020,54194,11,1,1,100,76,1,10,4420,5,41,99.0,123,,
2020,22314,21,1,1,100,30,1,10,5240,40,11,99.0,111,,
2010,94052,42,1,1,100,58,1,10,1300,40,11,,111,15000.0,0.0
2019,64835,33,1,2,100,69,1,36,0,999,99,,73,0.0,0.0
2021,20371,21,1,1,100,43,1,34,0,999,99,,111,0.0,0.0
2021,31644,21,2,2,100,37,2,10,3649,40,11,2.0,73,,
2020,3561,33,1,1,100,39,1,10,4710,40,11,99.0,111,,
2011,75815,41,1,1,100,42,1,10,310,40,11,,73,42000.0,0.0
2011,21443,21,1,2,100,38,1,10,50,40,11,,123,150000.0,0.0
2020,10755,11,1,2,100,33,1,34,0,999,99,99.0,123,,
2021,13353,31,1,1,100,36,2,10,5140,40,11,99.0,91,,
2020,3941,33,1,4,801,13,1,0,0,999,99,99.0,1,,
2018,16346,21,1,2,100,66,2,32,0,999,99,,30,0.0,0.0
2010,81787,41,1,2,100,18,1,12,6260,997,42,,71,1500.0,0.0
2009,69829,33,1,4,200,6,1,0,0,999,99,,1,99999999.0,99999999.0
2020,35308,22,1,1,100,75,1,36,0,999,99,99.0,111,,
2021,63776,33,1,1,100,85,1,36,0,999,99,,92,0.0,0.0
2020,29470,11,1,2,100,27,2,10,3255,36,11,2.0,111,,
2020,5658,11,1,2,651,36,1,21,4760,999,50,,73,0.0,0.0
2017,72680,41,1,4,100,8,1,0,0,999,99,,1,99999999.0,99999999.0
2020,65628,31,1,5,100,51,1,32,0,999,99,99.0,40,,
2020,18022,31,1,1,100,32,2,21,310,999,50,99.0,73,,
2021,22835,21,1,1,100,56,1,10,440,35,11,1.0,125,,
2020,17378,31,1,1,200,42,1,10,160,40,11,99.0,111,,
2021,5339,42,3,3,200,24,2,10,705,40,11,99.0,111,,
2021,40930,41,1,1,100,85,2,36,0,999,99,99.0,40,,
2021,8917,42,1,3,100,5,1,0,0,999,99,99.0,1,,
2020,19629,41,1,3,100,12,2,0,0,999,99,99.0,1,,
2022,65096,31,1,2,100,57,1,10,6260,40,11,99.0,73,,
2016,84320,42,1,1,100,18,1,34,0,999,99,,71,2000.0,0.0
2022,45083,31,1,1,100,85,1,10,4700,997,21,2.0,73,,
2022,53941,31,1,1,100,75,2,36,0,999,99,99.0,123,,
2020,49571,33,1,2,100,62,1,10,8030,40,11,99.0,81,,
2020,19234,41,1,3,100,20,1,34,4110,999,99,99.0,81,,
2017,69104,33,1,3,100,15,1,34,0,999,99,,30,0.0,0.0
2020,32000,22,1,2,651,28,2,10,3545,20,41,99.0,123,,
2020,25158,32,1,2,100,55,2,10,5740,45,11,99.0,111,,
2010,91592,42,1,4,100,7,2,0,0,999,99,,1,99999999.0,99999999.0
2015,29302,22,1,1,100,67,2,36,0,999,99,,91,0.0,0.0
2020,61608,11,1,1,100,61,1,36,0,999,99,99.0,73,,
2021,36130,41,1,1,100,48,1,10,440,30,41,2.0,81,,
2019,6598,42,1,1,200,48,2,10,4610,40,11,99.0,71,,
2020,49351,33,1,2,100,36,1,10,4760,16,22,99.0,73,,
2021,3767,33,1,1,100,69,2,36,0,999,99,99.0,92,,
2020,17550,31,1,1,200,32,2,10,735,40,11,99.0,111,,
2021,46459,22,1,3,100,7,2,0,0,999,99,99.0,1,,
2020,50594,33,3,2,100,66,1,10,9005,40,12,99.0,111,,
2020,41116,41,1,1,100,53,1,10,230,32,41,99.0,123,,
2015,72642,33,1,2,801,35,2,10,910,40,11,,111,40000.0,0.0
2021,67112,21,2,2,100,20,2,21,4055,999,50,99.0,73,,
2019,6161,42,1,4,651,79,1,36,0,999,99,99.0,2,,
2010,87010,42,1,4,100,10,1,0,0,999,99,,1,99999999.0,99999999.0
2022,24745,32,1,2,100,71,2,36,0,999,99,99.0,73,,
2021,30582,21,1,1,100,61,2,32,0,999,99,99.0,73,,
2010,47343,31,1,1,100,44,2,34,0,999,99,,92,0.0,0.0
2018,5517,11,1,4,100,21,2,34,0,999,99,,81,10000.0,0.0
2019,21101,21,1,3,100,3,1,0,0,999,99,,1,99999999.0,99999999.0
2013,89896,42,1,1,100,74,1,36,0,999,99,,81,0.0,0.0
2021,53705,31,1,3,100,7,2,0,0,999,99,99.0,1,,
2010,33358,22,2,4,100,33,1,10,4600,10,41,,81,0.0,0.0
2021,45191,31,4,2,651,41,2,34,0,999,99,99.0,73,,
2020,8111,42,1,3,100,3,1,0,0,999,99,99.0,1,,
2019,26842,33,1,1,100,28,2,10,410,30,41,2.0,123,,
2020,40693,12,1,1,651,35,1,10,1021,40,11,99.0,111,,
2011,24285,21,1,3,100,14,2,0,0,999,99,,1,99999999.0,99999999.0
2018,33342,31,1,2,100,32,2,34,0,999,99,,73,7000.0,0.0
2020,31378,21,1,1,100,59,2,32,0,999,99,99.0,73,,
2019,65366,42,1,1,100,31,2,10,430,40,11,99.0,111,,
2015,57056,32,1,3,100,18,2,34,0,999,99,,60,0.0,0.0
2014,33623,31,1,1,100,32,1,10,5620,50,11,,73,53000.0,0.0
2013,26734,21,1,2,805,53,1,10,7700,48,11,,73,36000.0,0.0
2019,61392,33,1,1,100,70,1,36,0,999,99,99.0,81,,
2020,36871,41,1,1,100,62,1,10,6850,48,11,99.0,73,,
2020,23145,22,1,4,200,5,1,0,0,999,99,99.0,1,,
2013,96635,42,2,1,651,54,2,10,3600,40,21,,111,13000.0,0.0
2014,4061,11,1,2,651,51,1,10,310,40,11,,111,50000.0,0.0
2020,43654,12,1,1,100,85,2,36,0,999,99,99.0,73,,
2021,62208,31,1,4,100,15,2,34,0,999,99,99.0,30,,
2020,66117,42,1,2,100,57,2,34,0,999,99,99.0,91,,
2021,67188,41,1,2,100,66,2,36,0,999,99,99.0,81,,
2021,36918,41,1,4,808,3,1,0,0,999,99,99.0,1,,
2021,43001,31,1,1,100,64,2,36,0,999,99,,73,0.0,0.0
2019,13510,12,1,2,100,60,2,36,0,999,99,,123,0.0,0.0
2021,18152,31,1,1,100,27,1,10,4965,40,11,99.0,111,,
2018,65418,33,1,1,100,37,2,10,4230,40,11,,71,0.0,0.0
2015,70338,33,1,4,100,51,1,10,6230,40,11,,73,0.0,0.0
2018,61099,33,1,1,100,69,1,36,0,999,99,,81,0.0,0.0
2013,44163,31,1,7,100,17,2,34,0,999,99,,60,0.0,0.0
2020,61930,33,7,6,100,28,1,10,9620,40,11,99.0,20,,
2021,51294,12,1,1,651,32,1,10,1021,40,11,99.0,111,,
2010,65489,33,1,1,100,80,1,36,0,999,99,,30,0.0,0.0
2009,81203,41,1,2,100,58,2,10,4700,40,11,,73,22880.0,0.0
2020,9985,41,1,2,100,32,2,10,2910,40,21,99.0,111,,
2015,3014,11,1,1,100,85,2,32,0,999,99,,81,0.0,0.0
2021,36743,41,1,5,651,75,2,36,0,999,99,99.0,81,,
2016,43475,31,1,1,100,48,1,10,9600,40,11,,40,23000.0,0.0
2014,84270,31,1,2,100,54,2,10,4510,20,41,,73,2750.0,0.0
2011,20755,21,1,1,100,43,2,10,4620,9,41,,123,9500.0,1500.0
2009,35280,22,1,1,100,59,2,10,2310,0,41,,123,20000.0,0.0
2021,39194,12,1,1,100,42,1,10,3870,45,11,2.0,92,,
2020,30985,21,1,9,200,20,2,10,9645,25,41,99.0,73,,
2020,70337,41,1,4,100,13,1,0,0,999,99,,1,99999999.0,99999999.0
2019,25202,32,1,3,200,1,2,0,0,999,99,99.0,1,,
2015,25887,21,1,5,200,12,1,0,0,999,99,,1,99999999.0,99999999.0
2020,50257,33,1,1,100,46,1,32,0,999,99,99.0,73,,
2020,41225,41,1,2,100,61,1,10,7000,40,11,2.0,81,,
2020,36184,22,1,2,100,80,1,36,0,999,99,99.0,50,,
2020,17645,31,2,1,100,44,1,10,3802,997,11,1.0,81,,
2012,81835,41,1,1,100,76,1,36,0,999,99,,81,0.0,0.0
2021,26109,33,1,2,100,47,2,10,4700,40,11,99.0,111,,
2021,45242,31,1,1,200,25,1,10,4760,40,11,99.0,81,,
2011,29337,21,1,1,100,64,1,10,430,65,11,,73,0.0,0.0
2021,4044,33,1,1,100,61,1,36,0,999,99,99.0,81,,
2020,38319,11,1,2,100,32,2,34,0,999,99,99.0,73,,
2019,13071,31,1,1,100,35,1,10,1760,40,11,99.0,124,,
